Site,Haglof_Plot_ID,Tag,Haglof_ID,Species,Health_status,Date,Notes
UMBS,101,1WP2,1,POGR,L,43625,0001 ID in Haglof
UMBS,101,3347,3347,POGR,L,43625,
UMBS,101,3348,3348,ACRU,L,43625,
UMBS,101,3349,3349,ACRU,L,43625,
UMBS,101,3350,3350,BEPA,L,43625,
UMBS,101,3351,3351,FAGR,L,43625,multiple stems from base; shares with 3352
UMBS,101,3352,3352,FAGR,L,43625,multiple stems from base; shares with 3351
UMBS,101,3353,3353,POGR,D,43625,
UMBS,102,3354,3354,ACRU,L,43625,Two stems from single base; only 1 >8cm
UMBS,101,3355,3355,POGR,L,43625,
UMBS,102,3356,3356,POGR,L,43625,
UMBS,101,3357,3357,ACRU,L,43625,
UMBS,101,3358,3358,PIST,L,43625,
UMBS,101,3359,3359,QURU,L,43625,
UMBS,101,3360,3360,PIST,L,43625,
UMBS,101,3361,3361,QURU,L,43625,
UMBS,101,3362,3362,QURU,L,43625,
UMBS,101,3363,3363,POGR,L,43625,
UMBS,101,3364,3364,POGR,L,43625,
UMBS,101,3365,3365,ACRU,L,43625,
UMBS,101,3366,3366,FAGR,L,43625,2 stems; only 1 >8cm
UMBS,101,3367,3367,FAGR,L,43625,
UMBS,101,3368,3368,FAGR,L,43625,2 stems; shares base with 3369
UMBS,103,3369,3369,FAGR,L,43625,2 stems; shares base with 3368
UMBS,103,3370,3370,QURU,L,43625,
UMBS,103,3371,3371,BEPA,L,43625,share base with 3372 & 3373
UMBS,103,3372,3372,BEPA,L,43625,share base with 3371 & 3373
UMBS,103,3373,3373,BEPA,L,43625,share base with 3371 & 3372
UMBS,103,1WP3,3,POGR,L,43625,0003 on Haglof
UMBS,103,1WA3,4,ACRU,L,43625,0004 on Haglof; shares base with 3374
UMBS,103,3374,3374,ACRU,L,43625,Shares base with 1WA3 and a small third stem
UMBS,103,3375,3375,ACRU,L,43625,
UMBS,103,3376,3376,POGR,D,43625,
UMBS,103,3377,3377,POGR,D,43625,
UMBS,103,3378,3378,FAGR,L,43625,
UMBS,103,3379,3379,ACRU,L,43625,shares base with 3380
UMBS,103,3380,3380,ACRU,D,43625,shares base with 3379
UMBS,103,3381,3381,POGR,D,43625,
UMBS,103,3382,3382,ACRU,L,43625,
UMBS,103,3383,3383,POGR,D,43625,
UMBS,103,3384,3384,ACRU,L,43625,shares base with 3385
UMBS,103,3385,3385,ACRU,L,43625,shares base with 3384
UMBS,103,3386,3386,POGR,D,43625,
UMBS,104,3387,3387,PIST,L,43625,
UMBS,104,3388,3388,QURU,L,43625,Shares base with 3389
UMBS,104,3389,3389,QURU,L,43625,Shares base with 3388
UMBS,104,3390,3390,ACRU,D,43625,"snag; some bark left, think it’s an acru"
UMBS,104,3391,3391,ACRU,D,43625,Shares base with 1WA2
UMBS,104,1WA2,5,ACRU,L,43625,0005 on Haglof; shares base with 3391
UMBS,104,1WQ3,6,QURU,L,43625,0006 on Haglof
UMBS,104,3392,3392,POGR,D,43625,
UMBS,104,3393,3393,QURU,L,43625,
UMBS,104,3394,3394,ACRU,L,43625,shares base with 3395
UMBS,104,3395,3395,ACRU,L,43625,shares base with 3394
UMBS,104,3396,3396,QURU,L,43625,
UMBS,NEEDS NEW PLOT,3397,3397,ACRU,L,,crown dead; NEEDS NEW PLOT on 6/10
UMBS,104,3398,3398,QURU,L,43625,
UMBS,104,3399,3399,QURU,L,43625,
UMBS,104,1WQ1,7,QURU,L,43625,0007 on Haglof
